12/01/2018 03:42,,,
Código,Descrição,Início de Vigência,Fim de Vigência
4403101,"MADEIRA PARA POLPA, CONIFERAS",01/12/1992,-
4403102,"MADEIRA PARA POLPA, NAO CONIFERAS",01/12/1992,-
4403199,AS DEMAIS MADEIRA PARA TRITURACAO,01/12/1992,-
4403201,"TRONCOS DE LARICO, PARA SERRAR E FAZER CHAPA",01/12/1992,-
4403202,"TRONCOS DE ARAUCARIAS, PARA SERRAR E FAZER C",01/12/1992,-
4403203,TRONCOS DE CIPRESTES E CEDRO (GENERO CUPRESS,01/12/1992,-
4403204,"TRONCOS DE ""MANIU"" (""MANIO""), PARA SERRAR E",01/12/1992,-
4403205,"TRONCOS DE PINHO INSIGNE, PARA SERRAR E FAZE",01/12/1992,-
4403299,OS DEMAIS TRONCOS PARA SERRAR E FAZER CHAPAS,01/12/1992,-
4403301,"TRONCOS DE ACACIA, PARA SERRAR E FAZER CHAPA",01/12/1992,-
4403302,"TRONCOS DE ANDIROBA, PARA SERRAR E FAZER CHA",01/12/1992,-
4403303,"TRONCOS DE BALSA, PARA SERRAR E FAZER CHAPAS",01/12/1992,-
4403304,"TRONCOS DE CANELA, PARA SERRAR E FAZER CHAPA",01/12/1992,-
4403305,"TRONCOS DE CAOBA, PARA SERRAR E FAZER CHAPAS",01/12/1992,-
4403306,"TRONCOS DE INCENSO (CABRIUVA), PARA SERRAR E",01/12/1992,-
4403307,"TRONCOS DE CEDRO (GENERO CEDRELA), PARA SERR",01/12/1992,-
4403308,"TRONCOS DE CEREJEIRA, PARA SERRAR E FAZER CH",01/12/1992,-
4403309,"TRONCOS DE CIRUELILO, PARA SERRAR E FAZER CH",01/12/1992,-
4403310,"TRONCOS DE COIGUE, PARA SERRAR E FAZER CHAPA",01/12/1992,-
4403311,"TRONCOS DE GONCALO ALVES, PARA SERRAR E FAZE",01/12/1992,-
4403312,"TRONCOS DE GUAYCA, PARA SERRAR E FAZER CHAPA",01/12/1992,-
4403313,"TRONCOS DE IMBUIA, PARA SERRAR E FAZER CHAPA",01/12/1992,-
4403314,"TRONCOS DE IPE, PARA SERRAR E FAZER CHAPAS,",01/12/1992,-
4403315,"TRONCOS DE JACARANDA, PARA SERRAR E FAZER CH",01/12/1992,-
4403316,"TRONCOS DE LAUREIS, PARA SERRAR E FAZER CHAP",01/12/1992,-
4403317,"TRONCOS DE LENGA, PARA SERRAR E FAZER CHAPAS",01/12/1992,-
4403318,"TRONCOS DE LINGUE, PARA SERRAR E FAZER CHAPA",01/12/1992,-
4403319,"TRONCOS DE LOURO (CORDIA SP), PARA SERRAR E",01/12/1992,-
4403320,"TRONCOS DE OKUME, PARA SERRAR E FAZER CHAPAS",01/12/1992,-
4403321,"TRONCO DE OLIVILLO, PARA SERRAR E FAZER CHAP",01/12/1992,-
4403322,"TRONCOS DE PALMA, PARA SERRAR E FAZER CHAPAS",01/12/1992,-
4403323,"TRONCOS DE PAU-ROSA, PARA SERRAR E FAZER CHA",01/12/1992,-
4403324,"TRONCOS DE PATAGUA, PARA SERRAR E FAZER CHAP",01/12/1992,-
4403325,"TRONCOS DE PELLIN  (ROBLE PELLIN),  PARA SER",01/12/1992,-
4403326,"TRONCOS DE PEROBA, PARA SERRAR E FAZER CHAPA",01/12/1992,-
4403327,"TRONCOS DE PETERIBI, PARA SERRAR E FAZER CHA",01/12/1992,-
4403328,"TRONCOS DE RAULI, PARA SERRAR E FAZER CHAPAS",01/12/1992,-
4403329,"TRONCOS DE SUCUPIRA, PARA SERRAR E FAZER CHA",01/12/1992,-
4403330,"TRONCOS DE TEPA, PARA SERRAR E FAZER CHAPAS,",01/12/1992,-
4403331,"TRONCOS DE TINEO, PARA SERRAR E FAZER CHAPAS",01/12/1992,-
4403332,"TRONCOS DE TREVO, (CEREJEIRA),(AMBURAMA CEAR",01/12/1992,-
4403333,"TRONCOS DE OLMO, PARA SERRAR E FAZER CHAPAS,",01/12/1992,-
4403399,"OS DEMAIS TRONCOS, PARA SERRAR E FAZER CHAPA",01/12/1992,-
4403401,"APOIOS DE EUCALIPTO, PARA MINAS",01/12/1992,-
4403402,"APOIOS DE PINHO, PARA MINAS",01/12/1992,-
4403403,"APOIOS DE SALGUEIRO, PARA MINAS",01/12/1992,-
4403499,OS DEMAIS APOIOS PARA MINAS,01/12/1992,-
4403901,RAIZES PARA CACHIMBOS,01/12/1992,-
4403999,"AS DEMAIS OUTRAS MADEIRAS EM BRUTO, MESMO DE",01/12/1992,-
4404101,"MADEIRAS DE LARICO, CONIFERAS, SIMPLESMENTE",01/12/1992,-
4404102,"MADEIRA DE ARAUCARIA, CONIFERAS, SIMPLESMENT",01/12/1992,-
4404103,MADEIRA DE CIPRESTES E CEDROS (GENEROS CUPRE,01/12/1992,-
4404104,"MADEIRA DE MANIU (MANIO), CONIFERAS, SIMPLES",01/12/1992,-
4404105,"MADEIRA DE PINHO INSIGNE, CONIFERAS, SIMPLES",01/12/1992,-
4404199,"AS DEMAIS MADEIRAS, CONIFERAS, SIMPLESMENTE",01/12/1992,-
4404201,"MADEIRA DE ACACIA, NAO CONIFERA, SIMPLESMENT",01/12/1992,-
4404202,"MADEIRA DE ANDIROBA,NAO CONIFERA,SIMPLESMENT",01/12/1992,-
4404203,"MADEIRA DE BALSA, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4404204,"MADEIRA DE CANELA, NAO CONIFERA, SIMPLESMENT",01/12/1992,-
4404205,"MADEIRA DE CAOBA, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4404206,"MADEIRA DE INCENSO (CABRIUVA), NAO CONIFERA,",01/12/1992,-
4404207,"MADEIRA DE CEDRO  (GENERO CEDRELA),  NAO CON",01/12/1992,-
4404208,"MADEIRA DE CEREJEIRA, NAO CONIFERA, SIMPLESM",01/12/1992,-
4404209,"MADEIRA DE CIRUELILO, NAO CONIFERA, SIMPLESM",01/12/1992,-
4404210,"MADEIRA DE COIGUE, NAO CONIFERA, SIMPLESMENT",01/12/1992,-
4404211,"MADEIRA DE GONCALO ALVES, NAO CONIFERA SIMPL",01/12/1992,-
4404212,"MADEIRA DE GUAYCA, NAO CONIFERA, SIMPLESMENT",01/12/1992,-
4404213,"MADEIRA DE AMBUIA (PHOEBE POROSA MEZ), NAO C",01/12/1992,-
4404214,"MADEIRA DE IPE, NAO CONIFERA, SIMPLESMENTE E",01/12/1992,-
4404215,"MADEIRA DE JACARANDA, NAO CONIFERA, SIMPLESM",01/12/1992,-
4404216,"MADEIRA DE LAUREIS,NAO CONIFERA,SIMPLESMENTE",01/12/1992,-
4404217,"MADEIRA DE LENGA, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4404218,"MADEIRA DE LINGUE, NAO CONIFERA, SIMPLESMENT",01/12/1992,-
4404219,"MADEIRA DE LOURO (CORDIA SP), NAO CONIFERA,",01/12/1992,-
4404220,"MADEIRA DE OKUME, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4404221,"MADEIRA DE OLIVILLO,NAO CONIFERA,SIMPLESMENT",01/12/1992,-
4404222,"MADEIRA DE PALMA, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4404223,"MADEIRA DE PAU-ROSA, NAO CONIFERA, SIMPLESME",01/12/1992,-
4404224,"MADEIRA DE PATAGUA, NAO CONIFERA,SIMPLESMENT",01/12/1992,-
4404225,"MADEIRA DE PELLIN (ROBLE PELLIN), NAO CONIFE",01/12/1992,-
4404226,"MADEIRA DE PEROBA, NAO CONIFERA, SIMPLESMENT",01/12/1992,-
4404227,"MADEIRA DE PETERIBI,NAO CONIFERA,SIMPLESMENT",01/12/1992,-
4404228,"MADEIRA DE RAULI, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4404229,"MADEIRA DE SUCUPIRA, NAO CONIFERA, SIMPLESME",01/12/1992,-
4404230,"MADEIRA DE TEPA, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4404231,"MADEIRA DE TINEO, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4404232,"MADEIRA DE TREVO (AMBURAMA CEARENSIS A.SN),",01/12/1992,-
4404233,"MADEIRA DE OLMO, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4404299,"AS DEMAIS MADEIRAS, NAO CONIFERAS, SIMPLESME",01/12/1992,-
4405101,"MADEIRA DE LARICO, CONIFERA, SIMPLESMENTE  S",01/12/1992,-
4405102,"MADEIRA DE ARAUCARIA, CONIFERA, SIMPLESMENTE",01/12/1992,-
4405103,MADEIRA DE CIPRESTES E CEDROS (GENERO CUPRES,01/12/1992,-
4405104,"MADEIRA DE MANIU (MANIO), CONIFERA, SIMPLESM",01/12/1992,-
4405105,"MADEIRA DE PINHO INSIGNE, CONIFERA, SIMPLESM",01/12/1992,-
4405199,AS DEMAIS MADEIRAS SIMPLESMENTE SERRADA LONG,01/12/1992,-
4405201,"MADEIRA DE ACACIA, NAO CONIFERA, SIMPLESMENT",01/12/1992,-
4405202,"MADEIRA DE ANDIROBA, NAO CONIFERA, SIMPLESME",01/12/1992,-
4405203,"MADEIRA DE BALSA, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4405204,"MADEIRA DE CANELA, NAO CONIFERA,SIMPLESMENTE",01/12/1992,-
4405205,"MADEIRA DE CAOBA, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4405206,"MADEIRA DE INCENSO (CABRIUVA), NAO CONIFERA,",01/12/1992,-
4405207,"MADEIRA DE CEDRO (GENERO CEDRELA), NAO CONIF",01/12/1992,-
4405208,"MADEIRA DE CEREJEIRA, NAO CONIFERA, SIMPLESM",01/12/1992,-
4405209,"MADEIRA DE "" CIRUELLO "", NAO CONIFERA, SIMPL",01/12/1992,-
4405210,"MADEIRA DE COIGUE, NAO CONIFERA, SIPLESMENTE",01/12/1992,-
4405211,"MADEIRA DE GONCALO ALVES, NAO CONIFERA, SIMP",01/12/1992,-
4405212,"MADEIRA DE GUAYACA, NAO CONIFERA, SIMPLESMEN",01/12/1992,-
4405213,"MADEIRA DE IMBUIA (PHOESE POROSA MEZ), NAO C",01/12/1992,-
4405214,"MADEIRA DE IPES, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4405215,"MADEIRA DE JACARANDA, NAO CONIFERA, SIMPLESM",01/12/1992,-
4405216,"MADEIRA DE LAUREIS, NAO CONIFERA, SIMPLESMEN",01/12/1992,-
4405217,"MADEIRA DE LENGA, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4405218,"MADEIRA DE ""LINGUE"", NAO CONIFERA, SIMPLESME",01/12/1992,-
4405219,"MADEIRA DE LOURO (CORDIA SP), NAO CONIFERA,",01/12/1992,-
4405220,"MADEIRA DE OKUME, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4405221,"MADEIRA DE ""OLIVILLO"", NAO CONIFERA, SIMPLES",01/12/1992,-
4405222,"MADEIRA DE PALMA, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4405223,"MADEIRA DE PAU-ROSA, NAO CONIFERA, SIMPLESME",01/12/1992,-
4405224,"MADEIRA DE PATAGUA, NAO CONIFERA, SIMPLESMEN",01/12/1992,-
4405225,"MADEIRA DE PELLIN (ROBLE PELLIN), NAO CONIFE",01/12/1992,-
4405226,"MADEIRA DE PEROBA, NAO CONIFERA,SIMPLESMENTE",01/12/1992,-
4405227,"MADEIRA DE PETERIBI, NAO CONIFERA, SIMPLESME",01/12/1992,-
4405228,"MADEIRA DE RAULI, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4405229,"MADEIRA DE SUCUPIRA, NAO CONIFERA, SIMPLESME",01/12/1992,-
4405230,"MADEIRA DE ""TEPA"", NAO CONIFERA, SIMPLESMENT",01/12/1992,-
4405231,"MADEIRA DE "" TINEO "", NAO CONIFERA, SIMPLESM",01/12/1992,-
4405232,MADEIRA DE TREVO (AMBURAMA CERENSIS A.SM) NA,01/12/1992,-
4405233,"MADEIRA DE OLMO, NAO CONIFERA, SIMPLESMENTE",01/12/1992,-
4405299,"AS DEMAIS MADEIRAS, NAO CONIFERAS, SIMPLESME",01/12/1992,-
4407001,"DORMENTES DE MADEIRA, PARA VIAS FERREAS",01/12/1992,-
4409101,ARCOS DE MADEIRA,01/12/1992,-
4409199,"AS DEMAIS ESTACAS FENDIDAS, ESTACAS E CAVILH",01/12/1992,-
4409201,LAMINAS DE MADEIRA,01/12/1992,-
4409299,AS DEMAIS FITAS DE MADEIRA,01/12/1992,-
4409301,MADEIRA EM FIOS,01/12/1992,-
4409401,MADEIRA TRITURADA EM FORMA DE PEQUENAS PLACA,01/12/1992,-
4409501,CAVACOS DE MADEIRA DOS TIPOS UTILIZADOS NA P,01/12/1992,-
4409599,OS DEMAIS CAVACOS DE MADEIRA DOS TIPOS UTILI,01/12/1992,-
4409601,MADEIRA SIMPLESMENTE DESBASTADA OU ARREDONDA,01/12/1992,-
4411001,PAINEIS DE FIBRAS COMPRIMIDAS (PAINEIS DUROS,01/12/1992,-
4411099,OS DEMAIS PAINEIS  DE  OUTRAS MATERIAS VEGET,01/12/1992,-
4412001,PALHA (LA) DE MADEIRA E FARINHA DE MADEIRA,01/12/1992,-
4413101,"TACOS PARA ASSOALHOS, ISOLADOS, DE MADEIRA D",01/12/1992,-
4413199,AS DEMAIS MADEIRAS DE CONIFERAS (INCLUSIVE O,01/12/1992,-
4413201,"TACOS PARA ASSOALHOS, ISOLADOS, DE MADEIRA N",01/12/1992,-
4413299,AS DEMAIS MADEIRAS NAO CONIFERAS (INCLUSIVE,01/12/1992,-
4414101,"MADEIRA DE PINHO, SIMPLESMENTE SERRADA LONGI",01/12/1992,-
4414199,AS DEMAIS MADEIRAS SIMPLESMENTE SERRADA LONG,01/12/1992,-
4414201,"FOLHAS E MADEIRAS DE PINHO, PARA CONTRAPLACA",01/12/1992,-
4414299,AS DEMAIS FOLHAS E MADEIRAS PARA CONTRAPLACA,01/12/1992,-
4415101,MADEIRA CONTRAPLACADA CONSTITUIDA EXCLUSIVAM,01/12/1992,-
4415199,AS DEMAIS MADEIRAS CONTRAPLACADAS CONSTITUID,01/12/1992,-
4415201,"MADEIRA CONTRAPLACADA COM ALMA, MESMO COM AD",01/12/1992,-
4415299,"AS DEMAIS MADEIRAS CONTRAPLACADAS COM ALMA,",01/12/1992,-
4415901,AS DEMAIS MADEIRAS PLACADAS OU CONTRAPLACADA,01/12/1992,-
4415999,AS DEMAIS MADEIRAS PLACADAS OU CONTRAPLACADA,01/12/1992,-
4416101,"PAINES CELULARES DE MADEIRA, RECOBERTOS COM",01/12/1992,-
4416901,"OUTROS, EXCETO OS RECOBERTOS COM CHAPAS DE M",01/12/1992,-
4417001,"MADEIRAS CHAMADAS ""MELHORADA"", EM PAINEIS, P",01/12/1992,-
4417099,"AS DEMAIS MADEIRA, CHAMADA ""BENEFICIADA"",EM",01/12/1992,-
4418001,"MADEIRAS CHAMADAS ""ARTIFICIAIS"" OU ""RECONSTI",01/12/1992,-
4418099,"AS DEMAIS MADEIRAS CHAMADAS ""ARTIFICIAIS"" OU",01/12/1992,-
4419001,"FILETES E MOLDURAS DE MADEIRA, PARA MOVEIS,",01/12/1992,-
4420001,"MOLDURAS DE MADEIRA PARA QUADROS, ESPELHOS E",01/12/1992,-
4421001,CAIXAS DE PINHO COMPLETAS,01/12/1992,-
4421099,"AS DEMAIS CAIXAS, CAIXOTES, ENGRADADOS, BARR",01/12/1992,-
4422001,"ADUELAS, ESTEJAM OU NAO SERRADAS EM SUAS DUA",01/12/1992,-
4422002,OUTRAS ADUELAS,01/12/1992,-
4422099,"AS DEMAIS PIPAS, CUBAS, TINAS, E OUTRAS OBRA",01/12/1992,-
4423001,"TACOS PARA ASSOALHOS, DE MADEIRA",01/12/1992,-
4423002,"CANCELAS E MUROS, DE MADEIRA",01/12/1992,-
4423003,"PORTAS, JANELAS E MARCOS, DE MADEIRA",01/12/1992,-
4423004,"CASAS, HANGARES E CONSTRUCOES SEMELHANTES, C",01/12/1992,-
4423099,AS DEMAIS OBRAS DE CARPINTARIA E PECAS DE AR,01/12/1992,-
4424001,"UTENSILIOS DE MADEIRA, PARA USO DOMESTICO",01/12/1992,-
4425001,FORMAS ALARGADEIRAS E ESTICADORES DE MADEIRA,01/12/1992,-
4425002,"FERRAMENTAS E CABOS PARA FERRAMENTAS, PARA M",01/12/1992,-
4425099,"AS DEMAIS ARMACOES DE FERRAMENTAS, ARMACOES",01/12/1992,-
4426001,"ESPULAS, CARRETEIS E BOBINAS PARA FIACAO E T",01/12/1992,-
4426099,"AS DEMAIS ESPULAS, CARRETEIS E BOBINAS, PARA",01/12/1992,-
4427001,OBRAS DE MARCHETARIA E DE PEQUENA MARCENARIA,01/12/1992,-
4427099,AS DEMAIS OBRAS DE MARCHETARIA E DE PEQUENA,01/12/1992,-
4428101,MOLDES E MATRIZES,01/12/1992,-
4428199,OS DEMAIS ARTIGOS PARA INDUSTRIA,01/12/1992,-
4428201,COLMEIAS,01/12/1992,-
4428299,OS DEMAIS ARTIGOS PARA AGRICULTURA E PECUARI,01/12/1992,-
4428301,BANCOS DE CARPINTARIA,01/12/1992,-
4428399,OS DEMAIS ARTIGOS PARA ARTESAOS E PROFISSION,01/12/1992,-
4428901,"MEDIDAS DE CAPACIDADE, DE MADEIRA",01/12/1992,-
4428902,TACOS DE MADEIRA PARA PAVIMENTACAO DE RUAS,01/12/1992,-
4428903,MADEIRA PREPARADA PARA FOSFOROS,01/12/1992,-
4428904,CAVILHAS DE MADEIRA PARA CALCADOS,01/12/1992,-
4428999,AS DEMAIS MANUFATURAS DE MADEIRA,01/12/1992,-
4501001,CORTICA NATURAL EM BRUTO,01/12/1992,-
4501099,OS DEMAIS RESIDUOS DE CORTICA; CORTICA TRITU,01/12/1992,-
4502001,PLACAS DE CORTICA NATURAL,01/12/1992,-
4502002,"FOLHAS DELGADAS, MESMO REFORCADAS COM PAPEL,",01/12/1992,-
4502099,"OS DEMAIS CUBOS E TIRAS DE CORTICA NATURAL,",01/12/1992,-
4503001,JUNTAS,01/12/1992,-
4503002,ROLHAS,01/12/1992,-
4503003,BOIAS PARA REDES DE PESCA,01/12/1992,-
4503004,SALVA-VIDAS,01/12/1992,-
4503099,AS DEMAIS MANUFATURAS DE CORTICA NATURAL,01/12/1992,-
4504001,"CORTICA AGLOMERADA, EM CUBOS, PLACAS, FOLHAS",01/12/1992,-
4504002,JUNTAS DE CORTICA AGLOMERADA,01/12/1992,-
4504003,ROLHAS,01/12/1992,-
4504099,AS DEMAIS CORTICAS AGLOMERADAS (COM OU SEM A,01/12/1992,-
4602101,TRANCAS E ARTIGOS SEMELHANTES DE MATERIAS PA,01/12/1992,-
4602102,TRANCAS E ARTIGOS SEMELHANTES DE MATERIAS PA,01/12/1992,-
4602103,TRANCAS E ARTIGOS SEMELHANTES DE MATERIAS PA,01/12/1992,-
4602199,AS DEMAIS TRANCAS E ARTIGOS SEMELHANTES DE M,01/12/1992,-
4602201,TECIDOS DE MATERIAS PARA ENTRANCAR,01/12/1992,-
4602299,AS DEMAIS MATERIAS PARA ENTRANCAR TECIDAS OU,01/12/1992,-
4602301,INVOLUCROS DE PALHA PARA GARRAFAS,01/12/1992,-
4603001,ARTIGOS DE CESTARIA OBTIDOS DIRETAMENTE EM F,01/12/1992,-
4701101,"PASTAS MECANICAS DE MADEIRAS, DE CONIFERAS",01/12/1992,-
4701102,PASTAS MECANICAS DE OUTRAS MADEIRAS,01/12/1992,-
4701201,"PASTAS SEMIQUIMICAS DE MADEIRAS, DE CONIFERA",01/12/1992,-
4701299,AS DEMAIS PASTAS SEMIQUIMICAS DE MADEIRA,01/12/1992,-
4701301,PASTAS QUIMAS DE MADEIRA DE ALTO CONTEUDO DE,01/12/1992,-
4701302,PASTAS QUIMICAS DE MADEIRA A SODA OU AO SULF,01/12/1992,-
4701303,PASTAS QUIMICAS DE MADEIRA A SODA OU AO SULF,01/12/1992,-
4701304,PASTAS QUIMICAS DE MADEIRA A SODA OU AO SULF,01/12/1992,-
4701305,PASTAS QUIMICAS DE MADEIRA A SODA OU AO SULF,01/12/1992,-
4701306,"PASTAS QUIMICAS DE MADEIRA AO SULFITO, SEM B",01/12/1992,-
4701307,"PASTAS QUIMICAS DE MADEIRA AO SULFITO, SEM B",01/12/1992,-
4701308,"PASTAS QUIMICAS DE MADEIRA AO BISSULFITO, BR",01/12/1992,-
4701309,"PASTAS QUIMICAS DE MADEIRA AO BISSULFITO, BR",01/12/1992,-
4701901,"PASTAS PARA A FABRICACAO DO PAPEL DE TRAPOS,",01/12/1992,-
4701902,PASTAS PARA A FABRICACAO DO PAPEL DE BAGACO,01/12/1992,-
4701903,PASTA PARA A FABRICACAO DO PAPEL DE BAGACO D,01/12/1992,-
4701999,AS DEMAIS OUTRAS PASTAS PARA A FABRICACAO DO,01/12/1992,-
4702001,RESIDUOS DE PAPEL E CARTAO; ARTIGOS USADOS D,01/12/1992,-
4801101,"PAPEL FABRICADO MECANICAMENTE, EM ROLOS OU E",01/12/1992,-
4801102,PAPEL BIBLIA,01/12/1992,-
4801103,PAPEL ILUSTRACAO,01/12/1992,-
4801104,"PAPEIS FABRICADOS MECANICAMENTE, EM ROLOS OU",01/12/1992,-
4801199,"OS DEMAIS PAPEIS PARA JORNAL, PARA IMPRESSAO",01/12/1992,-
4801201,"PAPEIS E CARTOES DE EMBALAGEM, KRAFT PARA RE",01/12/1992,-
4801202,"PAPEL KRAFT, PARA SACOS DE GRANDE CAPACIDADE",01/12/1992,-
4801203,OUTROS PAPEIS E CARTOES KRAFT,01/12/1992,-
4801204,PAPEL SULFITO PARA EMBALAGEM,01/12/1992,-
4801299,OS DEMAIS PAPEIS E CARTOES DE EMBALAGEM,01/12/1992,-
4801301,PAPEL E CARTAO OBTIDOS FOLHA A FOLHA ( PAPEL,01/12/1992,-
4801901,OUTROS PAPEIS PARA CIGARROS,01/12/1992,-
4801902,PAPEL PARA CONDENSADORES,01/12/1992,-
4801903,"PAPEIS E CARTOES, PARA ESTENCIL",01/12/1992,-
4801904,PAPEL-FILTRO E OUTROS PAPEIS ABSORVENTES,01/12/1992,-
4801905,PAPEIS E CARTOES PARA CONFECCAO DE CARTOES P,01/12/1992,-
4801906,"PAPEL SEMIQUIMICO PARA ONDULAR, CHAMADO ""FLU",01/12/1992,-
4801907,OUTROS PAPEIS E CARTOES KRAFT,01/12/1992,-
4801999,"OS DEMAIS PAPEIS E CARTOES, INCLUSIVE A PAST",01/12/1992,-
4803001,PAPEL E CARTAO APERGAMINHADOS E SUAS IMITACO,01/12/1992,-
4804001,PAPEIS E CARTOES REFORCADOS INTERIORMENTE DE,01/12/1992,-
4804099,OS DEMAIS PAPEIS E CARTOES SIMPLESMENTE REUN,01/12/1992,-
4805001,PAPEIS E CARTOES SIMPLESMENTE ONDULADOS,01/12/1992,-
4805002,"PAPEL E CARTOES ""KRAFT"" ENCRESPADO OU PREGUE",01/12/1992,-
4805003,"PAPEIS E CARTOES ENCRESPADO OU PREGUEADO, ME",01/12/1992,-
4805004,"OUTROS PAPEIS ENCRESPADOS OU PREGUEADOS, MES",01/12/1992,-
4805099,OS DEMAIS PAPEIS E CARTOES ESTAMPADOS OU PER,01/12/1992,-
4807101,"PAPEIS E CARTOES ""COUCHE"" E ""SEMI-COUCHE""",01/12/1992,-
4807102,"PAPEIS E CARTOES SIMPLESMENTE PAUTADOS, RISC",01/12/1992,-
4807103,FORMULARIOS CONTINUOS,01/12/1992,-
4807199,OS DEMAIS PAPEIS DE IMPRESSA OU DE ESCREVER,01/12/1992,-
4807901,PAPEL E CARTOES REVESTIDOPS OU IMPREGNADOS C,01/12/1992,-
4807902,"PAPEIS E CARTOES EMBRADOS, ALCOTROADOS OU AS",01/12/1992,-
4807903,PAPEL CARBONO E SEMELHANTES,01/12/1992,-
4807904,"PAPEIS E CARTOES ENCERADOS, PARAFINADOS, LUB",01/12/1992,-
4807905,PAPEIS E CARTOES GELATINADOS OU ALBUMINADOS,01/12/1992,-
4807999,"OUTROS PAPEIS E CARTOES ENGOMADOS, REVESTIDO",01/12/1992,-
4808001,"BLOCOS E PLACAS FILTRANTES, DE PASTA DE PAPE",01/12/1992,-
4810001,PAPEL PARA CIGARROS CORTADO EM FORMA DETERMI,01/12/1992,-
4811001,"PAPEIS PARA DECORAR ""LINCRUSTA""",01/12/1992,-
4811002,PAPEL PARA DECORAR HABITACOES,01/12/1992,-
4811003,PAPEIS DIAFANOS PARA VIDRACAS (VITROFANE),01/12/1992,-
4812001,REVESTIMENTOS DE PISOS CONSTITUIDOS POR SUPO,01/12/1992,-
4813001,PAPEL CARBONO,01/12/1992,-
4813002,PAPEL HECTOGRAFICO,01/12/1992,-
4813003,PAPEL ESTENCIL,01/12/1992,-
4813099,"OS DEMAIS PAPEIS PARA COPIAS OU MATRIZES, CO",01/12/1992,-
4814001,PAPEL PARA CORRESPONDENCIA EM BLOCOS,01/12/1992,-
4814099,OS DEMAIS ARTIGOS PARA CORRESPONDENCIA: ENVE,01/12/1992,-
4815001,FILTRO DE PAPEL,01/12/1992,-
4815002,PAPEL PARA IMPRESSOES TELEGRAFICAS,01/12/1992,-
4815003,"INDICADORES, TAIS COMO TORNASSOL, ""BUSCA POL",01/12/1992,-
4815004,PAPEIS E CARTOES PARA FABRICACAO DE FOSFOROS,01/12/1992,-
4815005,PAPEIS E CARTOES PARA CONFECCAO DE CARTOES P,01/12/1992,-
4815006,"PAPEL HIGIENICO, EM ROLO OU EM FOLHAS",01/12/1992,-
4815007,"PAPEL ADESIVO, EM TIRAS OU EM BOBINAS",01/12/1992,-
4815099,"OS DEMAIS OUTROS PAPEIS E CARTOES, CORTADOS",01/12/1992,-
4816001,"CAIXAS, SACOS E OUTRAS EMBALAGENS DE PAPEL O",01/12/1992,-
4816002,"CARTONAGENS UTILIZADAS EM ESCRITORIO, LOJAS",01/12/1992,-
4818001,LIVROS DE REGISTROS,01/12/1992,-
4818002,FORMULARIOS CONTINUOS,01/12/1992,-
4818099,"OS DEMAIS CADERNOS, LIVROS DE NOTAS, DE RECI",01/12/1992,-
4819001,"ETIQUETAS DE QUALQUER TIPO, DE PAPEL OU CART",01/12/1992,-
4820001,"CARRETEIS, BOBINAS, ESPULAS E SUPORTES SEMEL",01/12/1992,-
4820099,"OS DEMAIS TAMBORES, CARRETEIS, BOBINAS, ESPU",01/12/1992,-
4821001,PAPEIS-DIAGRAMAS PARA APARELHOS REGISTRADORE,01/12/1992,-
4821002,"CARTOES, MESMO APRESENTADOS EM FITAS PARA MA",01/12/1992,-
4821003,JUNTAS,01/12/1992,-
4821004,CARTOES PARA MECANISMOS JACQUARD E SEMELHANT,01/12/1992,-
4821005,"PADROES, MODELOS E PALMILHAS",01/12/1992,-
4821006,"TRAVESSAS, BANDEJAS, PRATOS, XICARAS, COPOS",01/12/1992,-
4821007,"LENCOS, MESMO DE REMOVER A MAQUILHAGEM, TOAL",01/12/1992,-
4821008,"PANOS HIGIENICOS E ""TAMPOES""; FRALDAS ABSORV",01/12/1992,-
4821099,OS DEMAIS OUTRAS MANUFATURAS DE PASTA DE PAP,01/12/1992,-
4901101,"LIVROS, FOLHETOS E IMPRESSOS SEMELHANTES, IN",01/12/1992,-
4901102,"LIVROS, FOLHETOS E IMPRESSOS SEMELHANTES, IN",01/12/1992,-
4901103,"LIVROS, FOLHETOS E IMPRESSOS SEMELHANTES, IN",01/12/1992,-
4901901,OUTROS LIVROS INCLUSIVE EM FOLHAS SOLTAS,01/12/1992,-
4901902,"FOLHETOS E IMPRESSOS SEMELHANTES, INCLUSIVE",01/12/1992,-
4901999,"OS DEMAIS OUTROS, INCLUSIVE EM FOLHAS SOLTAS",01/12/1992,-
